"","park","guild","cycle","numplots","lat.rank","group","lower","upper","mean","cycle2","sign","guildsign"
"182","MONO","Shrub",1,6,20,"c1_Shrub",-2.36502485563652,26.7897988136775,12.1346127428638,"1","0","Shrub_0"
"183","MONO","Shrub",2,15,20,"c2_Shrub",0.285163166649275,19.7560318475157,10.152910186148,"2","0","Shrub_0"
"184","MONO","Shrub",3,15,20,"c3_Shrub",-4.39347842995868,19.8816834899576,8.17120762943223,"3","0","Shrub_0"
"185","MONO","Tree",1,6,20,"c1_Tree",-14.1210361780506,17.2052679392702,2.207822724255,"1","0","Tree_0"
"186","MONO","Tree",2,15,20,"c2_Tree",-8.29755374974104,11.3163829008816,1.51986695352383,"2","0","Tree_0"
"187","MONO","Tree",3,15,20,"c3_Tree",-10.2926515139453,12.8357437448196,0.831911182792658,"3","0","Tree_0"
"188","ANTI","Graminoid",1,7,21,"c1_Graminoid",-7.70536413686386,25.2045336463903,9.34895824549038,"1","1","Graminoid_1"
"189","ANTI","Graminoid",2,12,21,"c2_Graminoid",20.4395400023211,42.0498820112826,31.0304908605483,"2","1","Graminoid_1"
"190","ANTI","Graminoid",3,13,21,"c3_Graminoid",38.7355995692258,65.9994326760218,52.7120234756063,"3","1","Graminoid_1"
"191","ANTI","Herbaceous",1,7,21,"c1_Herbaceous",60.0081363866484,94.1344149479554,77.5890229131861,"1","0","Herbaceous_0"
"192","ANTI","Herbaceous",2,12,21,"c2_Herbaceous",68.3416796768048,90.1952899032736,79.5353941889517,"2","0","Herbaceous_0"
"193","ANTI","Herbaceous",3,13,21,"c3_Herbaceous",67.7998625020936,94.6398793171408,81.4817654647173,"3","0","Herbaceous_0"
"194","ANTI","Shrub",1,7,21,"c1_Shrub",0.657846088687023,34.2020352750811,17.5248548872311,"1","0","Shrub_0"
"195","ANTI","Shrub",2,12,21,"c2_Shrub",5.624793270024,27.0984973282441,16.049635754929,"2","0","Shrub_0"
"196","ANTI","Shrub",3,13,21,"c3_Shrub",1.11345389565186,29.0815895686091,14.574416622627,"3","0","Shrub_0"
"197","ANTI","Tree",1,7,21,"c1_Tree",-16.733922645512,17.8169955940281,0.0324888227162441,"1","0","Tree_0"
"198","ANTI","Tree",2,12,21,"c2_Tree",-7.66793303466939,13.8783540947024,3.11538271705285,"2","0","Tree_0"
"199","ANTI","Tree",3,13,21,"c3_Tree",-7.97962406839867,18.8838837458731,6.19827661138946,"3","0","Tree_0"
"200","CATO","Graminoid",1,49,22,"c1_Graminoid",26.2617449718083,40.1851051119271,33.0423945810294,"1","0","Graminoid_0"
"201","CATO","Graminoid",2,49,22,"c2_Graminoid",31.5895383104893,42.18000530573,36.7832127938391,"2","0","Graminoid_0"
"202","CATO","Graminoid",3,49,22,"c3_Graminoid",33.8399897221746,47.3987877824367,40.5240310066488,"3","0","Graminoid_0"
"203","CATO","Herbaceous",1,49,22,"c1_Herbaceous",21.4922653501309,35.2874464476741,28.2637893086617,"1","0","Herbaceous_0"
"204","CATO","Herbaceous",2,49,22,"c2_Herbaceous",24.4063937774837,35.5494560482607,30.0684000076355,"2","0","Herbaceous_0"
"205","CATO","Herbaceous",3,49,22,"c3_Herbaceous",24.3659820469476,39.2159282572727,31.8730107066093,"3","0","Herbaceous_0"
"206","CATO","Shrub",1,49,22,"c1_Shrub",-4.67331215581415,8.74016362492164,2.10040957520701,"1","0","Shrub_0"
"207","CATO","Shrub",2,49,22,"c2_Shrub",-2.60335249409226,8.18666273703924,2.87245576010498,"2","0","Shrub_0"
